"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1001","18 MANSION ST, New Haven, CT, ","Match","Exact","18 Mansion St, NEW HAVEN, CT, 06512","-72.89366,41.263447",3706007,"L",9,9,142800,3014
"1002","14 MANSION ST, New Haven, CT, ","Match","Exact","14 Mansion St, NEW HAVEN, CT, 06512","-72.89363,41.2634",3706007,"L",9,9,142800,3014
"1003","8 MANSION ST, New Haven, CT, ","Match","Exact","8 Mansion St, NEW HAVEN, CT, 06512","-72.89359,41.263336",3706007,"L",9,9,142800,3014
"1004","4 MANSION ST, New Haven, CT, ","Match","Exact","4 Mansion St, NEW HAVEN, CT, 06512","-72.89356,41.26329",3706007,"L",9,9,142800,3014
"1005","28 PARKER PL, New Haven, CT, ","Match","Exact","28 Parker Pl, NEW HAVEN, CT, 06512","-72.89386,41.263065",3706017,"L",9,9,142800,3014
"1006","PARKER PL, New Haven, CT, ","No_Match","","","",NA,"",NA,NA,NA,NA
"1007","24 PARKER PL, New Haven, CT, ","Match","Exact","24 Parker Pl, NEW HAVEN, CT, 06512","-72.89398,41.263012",3706017,"L",9,9,142800,3014
"1008","PARKER PL, New Haven, CT, ","No_Match","","","",NA,"",NA,NA,NA,NA
"1009","18 PARKER PL, New Haven, CT, ","Match","Exact","18 Parker Pl, NEW HAVEN, CT, 06512","-72.89417,41.262936",3706017,"L",9,9,142800,3014
"1010","207 TOWNSEND AV, New Haven, CT, ","Match","Exact","207 Townsend Ave, NEW HAVEN, CT, 06512","-72.89483,41.262856",3705978,"R",9,9,142800,3014
"1011","211 TOWNSEND AV, New Haven, CT, ","Match","Exact","211 Townsend Ave, NEW HAVEN, CT, 06512","-72.89492,41.26296",3705978,"R",9,9,142800,3014
"1012","215 TOWNSEND AV, New Haven, CT, ","Match","Exact","215 Townsend Ave, NEW HAVEN, CT, 06512","-72.895004,41.26306",3705978,"R",9,9,142800,3014
"1013","219 TOWNSEND AV, New Haven, CT, ","Match","Exact","219 Townsend Ave, NEW HAVEN, CT, 06512","-72.895096,41.263165",3705978,"R",9,9,142800,3014
"1014","223 TOWNSEND AV, New Haven, CT, ","Match","Exact","223 Townsend Ave, NEW HAVEN, CT, 06512","-72.895195,41.263264",3705978,"R",9,9,142800,3014
"1015","225 TOWNSEND AV, New Haven, CT, ","Match","Exact","225 Townsend Ave, NEW HAVEN, CT, 06512","-72.89525,41.26331",3705978,"R",9,9,142800,3014
"1016","229 TOWNSEND AV, New Haven, CT, ","Match","Exact","229 Townsend Ave, NEW HAVEN, CT, 06512","-72.89535,41.26341",3705978,"R",9,9,142800,3014
"1017","235 TOWNSEND AV, New Haven, CT, ","Match","Exact","235 Townsend Ave, NEW HAVEN, CT, 06512","-72.89549,41.263554",3705978,"R",9,9,142800,3014
"1018","239 TOWNSEND AV, New Haven, CT, ","Match","Exact","239 Townsend Ave, NEW HAVEN, CT, 06512","-72.89559,41.26365",3705978,"R",9,9,142800,3014
