"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"13001","436 ORANGE ST, New Haven, CT, ","Match","Exact","436 Orange St, NEW HAVEN, CT, 06511","-72.91899,41.312477",3701428,"L",9,9,142000,3004
"13002","37 TRUMBULL ST, New Haven, CT, ","Tie","","","",NA,"",NA,NA,NA,NA
"13003","41 TRUMBULL ST, New Haven, CT, ","Tie","","","",NA,"",NA,NA,NA,NA
"13004","43 TRUMBULL ST, New Haven, CT, ","Tie","","","",NA,"",NA,NA,NA,NA
"13005","NA, New Haven, CT, ","No_Match","","","",NA,"",NA,NA,NA,NA
"13006","95 AUDUBON ST #1, New Haven, CT, ","Match","Exact","95 Audubon St, NEW HAVEN, CT, 06510","-72.92126,41.31139",3745193,"R",9,9,142000,3009
"13007","95 AUDUBON ST #2, New Haven, CT, ","Match","Exact","95 Audubon St, NEW HAVEN, CT, 06510","-72.92126,41.31139",3745193,"R",9,9,142000,3009
"13008","95 AUDUBON ST #3, New Haven, CT, ","Match","Exact","95 Audubon St, NEW HAVEN, CT, 06510","-72.92126,41.31139",3745193,"R",9,9,142000,3009
"13009","95 AUDUBON ST #4, New Haven, CT, ","Match","Exact","95 Audubon St, NEW HAVEN, CT, 06510","-72.92126,41.31139",3745193,"R",9,9,142000,3009
"13010","95 AUDUBON ST #5, New Haven, CT, ","Match","Exact","95 Audubon St, NEW HAVEN, CT, 06510","-72.92126,41.31139",3745193,"R",9,9,142000,3009
"13011","95 AUDUBON ST #6, New Haven, CT, ","Match","Exact","95 Audubon St, NEW HAVEN, CT, 06510","-72.92126,41.31139",3745193,"R",9,9,142000,3009
"13012","95 AUDUBON ST #7, New Haven, CT, ","Match","Exact","95 Audubon St, NEW HAVEN, CT, 06510","-72.92126,41.31139",3745193,"R",9,9,142000,3009
"13013","95 AUDUBON ST #8, New Haven, CT, ","Match","Exact","95 Audubon St, NEW HAVEN, CT, 06510","-72.92126,41.31139",3745193,"R",9,9,142000,3009
"13014","95 AUDUBON ST #9, New Haven, CT, ","Match","Exact","95 Audubon St, NEW HAVEN, CT, 06510","-72.92126,41.31139",3745193,"R",9,9,142000,3009
"13015","95 AUDUBON ST #10, New Haven, CT, ","Match","Exact","95 Audubon St, NEW HAVEN, CT, 06510","-72.92126,41.31139",3745193,"R",9,9,142000,3009
"13016","95 AUDUBON ST #11, New Haven, CT, ","Match","Exact","95 Audubon St, NEW HAVEN, CT, 06510","-72.92126,41.31139",3745193,"R",9,9,142000,3009
"13017","95 AUDUBON ST #12, New Haven, CT, ","Match","Exact","95 Audubon St, NEW HAVEN, CT, 06510","-72.92126,41.31139",3745193,"R",9,9,142000,3009
"13018","95 AUDUBON ST #13, New Haven, CT, ","Match","Exact","95 Audubon St, NEW HAVEN, CT, 06510","-72.92126,41.31139",3745193,"R",9,9,142000,3009
"13019","95 AUDUBON ST #14, New Haven, CT, ","Match","Exact","95 Audubon St, NEW HAVEN, CT, 06510","-72.92126,41.31139",3745193,"R",9,9,142000,3009
"13020","95 AUDUBON ST #15, New Haven, CT, ","Match","Exact","95 Audubon St, NEW HAVEN, CT, 06510","-72.92126,41.31139",3745193,"R",9,9,142000,3009
"13021","95 AUDUBON ST #16, New Haven, CT, ","Match","Exact","95 Audubon St, NEW HAVEN, CT, 06510","-72.92126,41.31139",3745193,"R",9,9,142000,3009
"13022","95 AUDUBON ST #17, New Haven, CT, ","Match","Exact","95 Audubon St, NEW HAVEN, CT, 06510","-72.92126,41.31139",3745193,"R",9,9,142000,3009
"13023","95 AUDUBON ST #18, New Haven, CT, ","Match","Exact","95 Audubon St, NEW HAVEN, CT, 06510","-72.92126,41.31139",3745193,"R",9,9,142000,3009
"13024","95 AUDUBON ST #19, New Haven, CT, ","Match","Exact","95 Audubon St, NEW HAVEN, CT, 06510","-72.92126,41.31139",3745193,"R",9,9,142000,3009
"13025","95 AUDUBON ST #20, New Haven, CT, ","Match","Exact","95 Audubon St, NEW HAVEN, CT, 06510","-72.92126,41.31139",3745193,"R",9,9,142000,3009
"13026","95 AUDUBON ST #21, New Haven, CT, ","Match","Exact","95 Audubon St, NEW HAVEN, CT, 06510","-72.92126,41.31139",3745193,"R",9,9,142000,3009
"13027","95 AUDUBON ST #22, New Haven, CT, ","Match","Exact","95 Audubon St, NEW HAVEN, CT, 06510","-72.92126,41.31139",3745193,"R",9,9,142000,3009
