V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12
11001,"271 GREENE ST #G-13, New Haven, CT, ",Match,Exact,"271 Greene St, NEW HAVEN, CT, 06511","-72.916916,41.30567",3701627,R,9,9,142200,1015
11002,"269 GREENE ST #G-14, New Haven, CT, ",Match,Exact,"269 Greene St, NEW HAVEN, CT, 06511","-72.91686,41.305668",3701627,R,9,9,142200,1015
11003,"267 GREENE ST #G-15, New Haven, CT, ",Match,Exact,"267 Greene St, NEW HAVEN, CT, 06511","-72.91682,41.305668",3701627,R,9,9,142200,1015
11004,"265 GREENE ST #G-16, New Haven, CT, ",Match,Exact,"265 Greene St, NEW HAVEN, CT, 06511","-72.91676,41.305664",3701627,R,9,9,142200,1015
11005,"263 GREENE ST #G-17, New Haven, CT, ",Match,Exact,"263 Greene St, NEW HAVEN, CT, 06511","-72.91671,41.305664",3701627,R,9,9,142200,1015
11006,"1 HUGHES PL #H-1, New Haven, CT, ",Match,Exact,"1 Hughes Pl, NEW HAVEN, CT, 06511","-72.91788,41.305748",3701475,R,9,9,142200,1015
11007,"1 HUGHES PL #H-2, New Haven, CT, ",Match,Exact,"1 Hughes Pl, NEW HAVEN, CT, 06511","-72.91788,41.305748",3701475,R,9,9,142200,1015
11008,"1 HUGHES PL #H-3, New Haven, CT, ",Match,Exact,"1 Hughes Pl, NEW HAVEN, CT, 06511","-72.91788,41.305748",3701475,R,9,9,142200,1015
11009,"1 HUGHES PL #H-4, New Haven, CT, ",Match,Exact,"1 Hughes Pl, NEW HAVEN, CT, 06511","-72.91788,41.305748",3701475,R,9,9,142200,1015
11010,"3 HUGHES PL #H-5, New Haven, CT, ",Match,Exact,"3 Hughes Pl, NEW HAVEN, CT, 06511","-72.91788,41.305767",3701475,R,9,9,142200,1015
11011,"3 HUGHES PL #H-6, New Haven, CT, ",Match,Exact,"3 Hughes Pl, NEW HAVEN, CT, 06511","-72.91788,41.305767",3701475,R,9,9,142200,1015
11012,"3 HUGHES PL #H-7, New Haven, CT, ",Match,Exact,"3 Hughes Pl, NEW HAVEN, CT, 06511","-72.91788,41.305767",3701475,R,9,9,142200,1015
11013,"3 HUGHES PL #H-8, New Haven, CT, ",Match,Exact,"3 Hughes Pl, NEW HAVEN, CT, 06511","-72.91788,41.305767",3701475,R,9,9,142200,1015
11014,"5 HUGHES PL #H-9, New Haven, CT, ",Match,Exact,"5 Hughes Pl, NEW HAVEN, CT, 06511","-72.91788,41.305786",3701475,R,9,9,142200,1015
11015,"7 HUGHES PL #H-10, New Haven, CT, ",Match,Exact,"7 Hughes Pl, NEW HAVEN, CT, 06511","-72.91788,41.305805",3701475,R,9,9,142200,1015
11016,"7 HUGHES PL #H-11, New Haven, CT, ",Match,Exact,"7 Hughes Pl, NEW HAVEN, CT, 06511","-72.91788,41.305805",3701475,R,9,9,142200,1015
11017,"7 HUGHES PL #H-12, New Haven, CT, ",Match,Exact,"7 Hughes Pl, NEW HAVEN, CT, 06511","-72.91788,41.305805",3701475,R,9,9,142200,1015
11018,"7 HUGHES PL #H-13, New Haven, CT, ",Match,Exact,"7 Hughes Pl, NEW HAVEN, CT, 06511","-72.91788,41.305805",3701475,R,9,9,142200,1015
11019,"9 HUGHES PL #H-14, New Haven, CT, ",Match,Exact,"9 Hughes Pl, NEW HAVEN, CT, 06511","-72.91788,41.305824",3701475,R,9,9,142200,1015
11020,"9 HUGHES PL #H-15, New Haven, CT, ",Match,Exact,"9 Hughes Pl, NEW HAVEN, CT, 06511","-72.91788,41.305824",3701475,R,9,9,142200,1015
11021,"9 HUGHES PL #H-16, New Haven, CT, ",Match,Exact,"9 Hughes Pl, NEW HAVEN, CT, 06511","-72.91788,41.305824",3701475,R,9,9,142200,1015
11022,"9 HUGHES PL #H-17, New Haven, CT, ",Match,Exact,"9 Hughes Pl, NEW HAVEN, CT, 06511","-72.91788,41.305824",3701475,R,9,9,142200,1015
11023,"13 HUGHES PL, New Haven, CT, ",Match,Exact,"13 Hughes Pl, NEW HAVEN, CT, 06511","-72.91787,41.305862",3701475,R,9,9,142200,1015
11024,"206 SAINT JOHN ST, New Haven, CT, ",Match,Exact,"206 Saint John St, NEW HAVEN, CT, 06511","-72.91559,41.30667",3701500,L,9,9,142200,1011
11025,"200 SAINT JOHN ST, New Haven, CT, ",Match,Exact,"200 Saint John St, NEW HAVEN, CT, 06511","-72.915565,41.306667",3701500,L,9,9,142200,1011
11026,"196 SAINT JOHN ST, New Haven, CT, ",Tie,,,,,,,,,
11027,"209 GREENE ST, New Haven, CT, ",Match,Exact,"209 Greene St, NEW HAVEN, CT, 06511","-72.91533,41.305626",3701631,R,9,9,142200,1011
11028,"215 GREENE ST, New Haven, CT, ",Match,Exact,"215 Greene St, NEW HAVEN, CT, 06511","-72.915474,41.305626",3701631,R,9,9,142200,1011
11029,"221 GREENE ST, New Haven, CT, ",Match,Exact,"221 Greene St, NEW HAVEN, CT, 06511","-72.91561,41.30563",3701631,R,9,9,142200,1011
11030,"171 CHESTNUT ST, New Haven, CT, ",Tie,,,,,,,,,
11031,"175 CHESTNUT ST, New Haven, CT, ",Tie,,,,,,,,,
11032,"177 CHESTNUT ST, New Haven, CT, ",Tie,,,,,,,,,
11033,"341 SAINT JOHN ST, New Haven, CT, ",Match,Exact,"341 Saint John St, NEW HAVEN, CT, 06511","-72.91846,41.306786",3701467,R,9,9,142200,1012
11034,"NA, New Haven, CT, ",No_Match,,,,,,,,,
11035,"NA, New Haven, CT, ",No_Match,,,,,,,,,
11036,"922 GRAND AV, New Haven, CT, ",Match,Exact,"922 Grand Ave, NEW HAVEN, CT, 06511","-72.91847,41.307476",3701496,L,9,9,142200,1012
11037,"904 GRAND AV, New Haven, CT, ",Match,Exact,"904 Grand Ave, NEW HAVEN, CT, 06511","-72.91809,41.307545",3701496,L,9,9,142200,1012
11038,"NA, New Haven, CT, ",No_Match,,,,,,,,,
11039,"900 GRAND AV, New Haven, CT, ",Match,Exact,"900 Grand Ave, NEW HAVEN, CT, 06511","-72.918,41.30756",3701496,L,9,9,142200,1012
11040,"NA, New Haven, CT, ",No_Match,,,,,,,,,
11041,"888 GRAND AV, New Haven, CT, ",Match,Exact,"888 Grand Ave, NEW HAVEN, CT, 06511","-72.91774,41.307602",3701496,L,9,9,142200,1012
11042,"882 GRAND AV, New Haven, CT, ",Match,Exact,"882 Grand Ave, NEW HAVEN, CT, 06511","-72.91761,41.307625",3701496,L,9,9,142200,1012
11043,"880 GRAND AV, New Haven, CT, ",Match,Exact,"880 Grand Ave, NEW HAVEN, CT, 06511","-72.91757,41.307632",3701496,L,9,9,142200,1012
11044,"850 GRAND AV, New Haven, CT, ",Match,Exact,"850 Grand Ave, NEW HAVEN, CT, 06511","-72.91692,41.307743",3701496,L,9,9,142200,1012
11045,"844 GRAND AV, New Haven, CT, ",Match,Exact,"844 Grand Ave, NEW HAVEN, CT, 06511","-72.916794,41.307766",3701496,L,9,9,142200,1012
11046,"832 GRAND AV, New Haven, CT, ",Match,Exact,"832 Grand Ave, NEW HAVEN, CT, 06511","-72.916534,41.307808",3701496,L,9,9,142200,1012
11047,"SAINT JOHN ST, New Haven, CT, ",No_Match,,,,,,,,,
11048,"802 GRAND AV, New Haven, CT, ",Match,Exact,"802 Grand Ave, NEW HAVEN, CT, 06511","-72.915726,41.307945",3701498,L,9,9,142200,1010
11049,"JEFFERSON ST, New Haven, CT, ",No_Match,,,,,,,,,
11050,"6 JEFFERSON ST, New Haven, CT, ",Match,Exact,"6 Jefferson St, NEW HAVEN, CT, 06511","-72.91596,41.30698",3701497,L,9,9,142200,1012
11051,"4 JEFFERSON ST, New Haven, CT, ",Match,Exact,"4 Jefferson St, NEW HAVEN, CT, 06511","-72.91596,41.30687",3701497,L,9,9,142200,1012
11052,"227 SAINT JOHN ST, New Haven, CT, ",Match,Exact,"227 Saint John St, NEW HAVEN, CT, 06511","-72.91649,41.306725",3701474,R,9,9,142200,1012
11053,"233 SAINT JOHN ST, New Haven, CT, ",Match,Exact,"233 Saint John St, NEW HAVEN, CT, 06511","-72.91659,41.30673",3701474,R,9,9,142200,1012
11054,"239 SAINT JOHN ST, New Haven, CT, ",Match,Exact,"239 Saint John St, NEW HAVEN, CT, 06511","-72.916695,41.30673",3701474,R,9,9,142200,1012
11055,"245 SAINT JOHN ST, New Haven, CT, ",Match,Exact,"245 Saint John St, NEW HAVEN, CT, 06511","-72.916794,41.306732",3701474,R,9,9,142200,1012
11056,"251 SAINT JOHN ST, New Haven, CT, ",Match,Exact,"251 Saint John St, NEW HAVEN, CT, 06511","-72.9169,41.306736",3701474,R,9,9,142200,1012
11057,"257 SAINT JOHN ST, New Haven, CT, ",Match,Exact,"257 Saint John St, NEW HAVEN, CT, 06511","-72.917,41.306736",3701474,R,9,9,142200,1012
11058,"263 SAINT JOHN ST, New Haven, CT, ",Match,Exact,"263 Saint John St, NEW HAVEN, CT, 06511","-72.9171,41.30674",3701474,R,9,9,142200,1012
11059,"265 SAINT JOHN ST, New Haven, CT, ",Match,Exact,"265 Saint John St, NEW HAVEN, CT, 06511","-72.91714,41.30674",3701474,R,9,9,142200,1012
11060,"269 SAINT JOHN ST, New Haven, CT, ",Match,Exact,"269 Saint John St, NEW HAVEN, CT, 06511","-72.917206,41.306744",3701474,R,9,9,142200,1012
11061,"275 SAINT JOHN ST, New Haven, CT, ",Match,Exact,"275 Saint John St, NEW HAVEN, CT, 06511","-72.917305,41.306747",3701474,R,9,9,142200,1012
11062,"281 SAINT JOHN ST, New Haven, CT, ",Match,Exact,"281 Saint John St, NEW HAVEN, CT, 06511","-72.91741,41.306747",3701474,R,9,9,142200,1012
11063,"287 SAINT JOHN ST, New Haven, CT, ",Match,Exact,"287 Saint John St, NEW HAVEN, CT, 06511","-72.91751,41.30675",3701474,R,9,9,142200,1012
11064,"295 SAINT JOHN ST, New Haven, CT, ",Match,Exact,"295 Saint John St, NEW HAVEN, CT, 06511","-72.91765,41.306755",3701474,R,9,9,142200,1012
11065,"303 SAINT JOHN ST, New Haven, CT, ",Match,Exact,"303 Saint John St, NEW HAVEN, CT, 06511","-72.917915,41.306763",3701467,R,9,9,142200,1012
11066,"305 SAINT JOHN ST, New Haven, CT, ",Match,Exact,"305 Saint John St, NEW HAVEN, CT, 06511","-72.917946,41.306763",3701467,R,9,9,142200,1012
11067,"311 SAINT JOHN ST, New Haven, CT, ",Match,Exact,"311 Saint John St, NEW HAVEN, CT, 06511","-72.91803,41.306767",3701467,R,9,9,142200,1012
11068,"SAINT JOHN ST, New Haven, CT, ",No_Match,,,,,,,,,
11069,"319 SAINT JOHN ST, New Haven, CT, ",Match,Exact,"319 Saint John St, NEW HAVEN, CT, 06511","-72.918144,41.306774",3701467,R,9,9,142200,1012
11070,"325 SAINT JOHN ST, New Haven, CT, ",Match,Exact,"325 Saint John St, NEW HAVEN, CT, 06511","-72.91823,41.306778",3701467,R,9,9,142200,1012
11071,"329 SAINT JOHN ST, New Haven, CT, ",Match,Exact,"329 Saint John St, NEW HAVEN, CT, 06511","-72.91828,41.306778",3701467,R,9,9,142200,1012
11072,"335 SAINT JOHN ST, New Haven, CT, ",Match,Exact,"335 Saint John St, NEW HAVEN, CT, 06511","-72.91837,41.30678",3701467,R,9,9,142200,1012
11073,"337 SAINT JOHN ST, New Haven, CT, ",Match,Exact,"337 Saint John St, NEW HAVEN, CT, 06511","-72.918396,41.30678",3701467,R,9,9,142200,1012
11074,"JEFFERSON ST, New Haven, CT, ",No_Match,,,,,,,,,
11075,"782 GRAND AV, New Haven, CT, ",Match,Exact,"782 Grand Ave, NEW HAVEN, CT, 06511","-72.91533,41.308006",3701498,L,9,9,142200,1010
11076,"776 GRAND AV, New Haven, CT, ",Match,Exact,"776 Grand Ave, NEW HAVEN, CT, 06511","-72.91521,41.308025",3701498,L,9,9,142200,1010
11077,"770 GRAND AV, New Haven, CT, ",Match,Exact,"770 Grand Ave, NEW HAVEN, CT, 06511","-72.915085,41.308044",3701498,L,9,9,142200,1010
11078,"762 GRAND AV, New Haven, CT, ",Match,Exact,"762 Grand Ave, NEW HAVEN, CT, 06511","-72.914925,41.30807",3701498,L,9,9,142200,1010
11079,"187 SAINT JOHN ST, New Haven, CT, ",Tie,,,,,,,,,
11080,"191 SAINT JOHN ST, New Haven, CT, ",Tie,,,,,,,,,
11081,"197 SAINT JOHN ST, New Haven, CT, ",Tie,,,,,,,,,
11082,"NA, New Haven, CT, ",No_Match,,,,,,,,,
11083,"935 GRAND AV, New Haven, CT, ",Match,Exact,"935 Grand Ave, NEW HAVEN, CT, 06511","-72.91896,41.307423",3701496,R,9,9,142100,1020
11084,"153 OLIVE ST, New Haven, CT, ",Match,Exact,"153 Olive St, NEW HAVEN, CT, 06511","-72.91912,41.30758",3701470,R,9,9,142100,1020
11085,"157 OLIVE ST, New Haven, CT, ",Match,Exact,"157 Olive St, NEW HAVEN, CT, 06511","-72.91907,41.307755",3701470,R,9,9,142100,1020
11086,"161 OLIVE ST, New Haven, CT, ",Match,Exact,"161 Olive St, NEW HAVEN, CT, 06511","-72.919014,41.30793",3701470,R,9,9,142100,1020
11087,"100 LYON ST, New Haven, CT, ",Match,Exact,"100 Lyon St, NEW HAVEN, CT, 06511","-72.91732,41.308517",3701494,L,9,9,142100,1020
11088,"102 LYON ST, New Haven, CT, ",Match,Exact,"102 Lyon St, NEW HAVEN, CT, 06511","-72.91735,41.30851",3701494,L,9,9,142100,1020
11089,"96 LYON ST, New Haven, CT, ",Match,Exact,"96 Lyon St, NEW HAVEN, CT, 06511","-72.91725,41.30853",3701494,L,9,9,142100,1020
11090,"92 LYON ST, New Haven, CT, ",Match,Exact,"92 Lyon St, NEW HAVEN, CT, 06511","-72.91719,41.308544",3701494,L,9,9,142100,1020
