"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"6001","19 BARNES AV, New Haven, CT, ","Match","Exact","19 Barnes Ave, NEW HAVEN, CT, 06513","-72.879196,41.326324",3703298,"R",9,9,142601,4022
"6002","MIDDLETOWN AV, New Haven, CT, ","No_Match","","","",NA,"",NA,NA,NA,NA
"6003","MIDDLETOWN AV, New Haven, CT, ","No_Match","","","",NA,"",NA,NA,NA,NA
"6004","163 MIDDLETOWN AV, New Haven, CT, ","Match","Exact","163 Middletown Ave, NEW HAVEN, CT, 06513","-72.88536,41.323784",3703105,"R",9,9,142601,4011
"6005","NA, New Haven, CT, ","No_Match","","","",NA,"",NA,NA,NA,NA
"6006","159 MIDDLETOWN AV, New Haven, CT, ","Match","Exact","159 Middletown Ave, NEW HAVEN, CT, 06513","-72.885445,41.32373",3703105,"R",9,9,142601,4011
"6007","MIDDLETOWN AV, New Haven, CT, ","No_Match","","","",NA,"",NA,NA,NA,NA
"6008","166 MIDDLETOWN AV, New Haven, CT, ","Match","Exact","166 Middletown Ave, NEW HAVEN, CT, 06513","-72.885185,41.32389",3703105,"L",9,9,142601,4004
"6009","170 MIDDLETOWN AV, New Haven, CT, ","Match","Exact","170 Middletown Ave, NEW HAVEN, CT, 06513","-72.8851,41.323933",3703105,"L",9,9,142601,4004
"6010","80 MIDDLETOWN AV, New Haven, CT, ","Match","Exact","80 Middletown Ave, NEW HAVEN, CT, 06513","-72.89636,41.319202",3744579,"L",9,9,142500,1014
"6011","MIDDLETOWN AV, New Haven, CT, ","No_Match","","","",NA,"",NA,NA,NA,NA
"6012","MIDDLETOWN AV, New Haven, CT, ","No_Match","","","",NA,"",NA,NA,NA,NA
"6013","MIDDLETOWN AV, New Haven, CT, ","No_Match","","","",NA,"",NA,NA,NA,NA
"6014","150 MIDDLETOWN AV, New Haven, CT, ","Match","Exact","150 Middletown Ave, NEW HAVEN, CT, 06513","-72.88552,41.323723",3703105,"L",9,9,142601,4004
"6015","140 MIDDLETOWN AV, New Haven, CT, ","Match","Exact","140 Middletown Ave, NEW HAVEN, CT, 06513","-72.886795,41.32272",3703096,"L",9,9,142601,4008
"6016","MIDDLETOWN AV, New Haven, CT, ","No_Match","","","",NA,"",NA,NA,NA,NA
"6017","MIDDLETOWN AV, New Haven, CT, ","No_Match","","","",NA,"",NA,NA,NA,NA
"6018","MIDDLETOWN AV, New Haven, CT, ","No_Match","","","",NA,"",NA,NA,NA,NA
"6019","MIDDLETOWN AV, New Haven, CT, ","No_Match","","","",NA,"",NA,NA,NA,NA
"6020","MIDDLETOWN AV, New Haven, CT, ","No_Match","","","",NA,"",NA,NA,NA,NA
"6021","164 MIDDLETOWN AV, New Haven, CT, ","Match","Exact","164 Middletown Ave, NEW HAVEN, CT, 06513","-72.88523,41.32387",3703105,"L",9,9,142601,4004
"6022","162 MIDDLETOWN AV, New Haven, CT, ","Match","Exact","162 Middletown Ave, NEW HAVEN, CT, 06513","-72.88528,41.323853",3703105,"L",9,9,142601,4004
"6023","MIDDLETOWN AV, New Haven, CT, ","No_Match","","","",NA,"",NA,NA,NA,NA
"6024","256 MIDDLETOWN AV, New Haven, CT, ","Match","Exact","256 Middletown Ave, NEW HAVEN, CT, 06513","-72.88198,41.324066",3703307,"L",9,9,142601,4020
"6025","250 MIDDLETOWN AV, New Haven, CT, ","Match","Exact","250 Middletown Ave, NEW HAVEN, CT, 06513","-72.88209,41.324062",3703307,"L",9,9,142601,4020
"6026","200 MIDDLETOWN AV, New Haven, CT, ","Match","Exact","200 Middletown Ave, NEW HAVEN, CT, 06513","-72.884224,41.32418",3703110,"L",9,9,142601,4005
"6027","198 MIDDLETOWN AV, New Haven, CT, ","Match","Exact","198 Middletown Ave, NEW HAVEN, CT, 06513","-72.8843,41.32417",3703110,"L",9,9,142601,4005
"6028","190 MIDDLETOWN AV, New Haven, CT, ","Match","Exact","190 Middletown Ave, NEW HAVEN, CT, 06513","-72.88458,41.3241",3703110,"L",9,9,142601,4005
"6029","300 MIDDLETOWN AV, New Haven, CT, ","Match","Exact","300 Middletown Ave, NEW HAVEN, CT, 06513","-72.8812,41.32441",3703299,"L",9,9,142601,4020
"6030","456 MIDDLETOWN AV, New Haven, CT, ","Match","Exact","456 Middletown Ave, NEW HAVEN, CT, 06513","-72.87662,41.329334",3703318,"L",9,9,142601,4000
"6031","454 MIDDLETOWN AV #1A, New Haven, CT, ","Match","Exact","454 Middletown Ave, NEW HAVEN, CT, 06513","-72.8767,41.329266",3703318,"L",9,9,142601,4000
"6032","454 MIDDLETOWN AV #2B, New Haven, CT, ","Match","Exact","454 Middletown Ave, NEW HAVEN, CT, 06513","-72.8767,41.329266",3703318,"L",9,9,142601,4000
"6033","454 MIDDLETOWN AV #3C, New Haven, CT, ","Match","Exact","454 Middletown Ave, NEW HAVEN, CT, 06513","-72.8767,41.329266",3703318,"L",9,9,142601,4000
"6034","454 MIDDLETOWN AV #4D, New Haven, CT, ","Match","Exact","454 Middletown Ave, NEW HAVEN, CT, 06513","-72.8767,41.329266",3703318,"L",9,9,142601,4000
"6035","452 MIDDLETOWN AV, New Haven, CT, ","Match","Exact","452 Middletown Ave, NEW HAVEN, CT, 06513","-72.87679,41.329193",3703318,"L",9,9,142601,4000
"6036","450 MIDDLETOWN AV, New Haven, CT, ","Match","Exact","450 Middletown Ave, NEW HAVEN, CT, 06513","-72.876884,41.329124",3703318,"L",9,9,142601,4000
"6037","448 MIDDLETOWN AV, New Haven, CT, ","Match","Exact","448 Middletown Ave, NEW HAVEN, CT, 06513","-72.876976,41.329052",3703318,"L",9,9,142601,4000
"6038","436 MIDDLETOWN AV, New Haven, CT, ","Match","Exact","436 Middletown Ave, NEW HAVEN, CT, 06513","-72.87751,41.32863",3703318,"L",9,9,142601,4000
"6039","420 MIDDLETOWN AV, New Haven, CT, ","Match","Exact","420 Middletown Ave, NEW HAVEN, CT, 06513","-72.87822,41.328056",3703318,"L",9,9,142601,4000
"6040","463 MIDDLETOWN AV #14, New Haven, CT, ","Match","Exact","463 Middletown Ave, NEW HAVEN, CT, 06513","-72.876976,41.329014",3703318,"R",9,9,142601,2009
"6041","465 MIDDLETOWN AV #15, New Haven, CT, ","Match","Exact","465 Middletown Ave, NEW HAVEN, CT, 06513","-72.87692,41.329052",3703318,"R",9,9,142601,2009
"6042","467 MIDDLETOWN AV #16, New Haven, CT, ","Match","Exact","467 Middletown Ave, NEW HAVEN, CT, 06513","-72.87688,41.32909",3703318,"R",9,9,142601,2009
"6043","469 MIDDLETOWN AV #17, New Haven, CT, ","Match","Exact","469 Middletown Ave, NEW HAVEN, CT, 06513","-72.87683,41.329124",3703318,"R",9,9,142601,2009
"6044","471 MIDDLETOWN AV #18, New Haven, CT, ","Match","Exact","471 Middletown Ave, NEW HAVEN, CT, 06513","-72.876785,41.329163",3703318,"R",9,9,142601,2009
"6045","1 ELLIS ST #13, New Haven, CT, ","Match","Exact","1 Ellis St, NEW HAVEN, CT, 06513","-72.87638,41.32943",3703319,"R",9,9,142601,2009
"6046","3 ELLIS ST #12, New Haven, CT, ","Match","Exact","3 Ellis St, NEW HAVEN, CT, 06513","-72.876366,41.32942",3703319,"R",9,9,142601,2009
"6047","5 ELLIS ST #11, New Haven, CT, ","Match","Exact","5 Ellis St, NEW HAVEN, CT, 06513","-72.87635,41.329407",3703319,"R",9,9,142601,2009
"6048","7 ELLIS ST #10, New Haven, CT, ","Match","Exact","7 Ellis St, NEW HAVEN, CT, 06513","-72.876335,41.329395",3703319,"R",9,9,142601,2009
"6049","9 ELLIS ST #9, New Haven, CT, ","Match","Exact","9 Ellis St, NEW HAVEN, CT, 06513","-72.87631,41.32938",3703319,"R",9,9,142601,2009
"6050","11 ELLIS ST #8, New Haven, CT, ","Match","Exact","11 Ellis St, NEW HAVEN, CT, 06513","-72.8763,41.32937",3703319,"R",9,9,142601,2009
"6051","15 ELLIS ST #7, New Haven, CT, ","Match","Exact","15 Ellis St, NEW HAVEN, CT, 06513","-72.87627,41.329346",3703319,"R",9,9,142601,2009
"6052","17 ELLIS ST #6, New Haven, CT, ","Match","Exact","17 Ellis St, NEW HAVEN, CT, 06513","-72.87624,41.329334",3703319,"R",9,9,142601,2009
"6053","19 ELLIS ST #5, New Haven, CT, ","Match","Exact","19 Ellis St, NEW HAVEN, CT, 06513","-72.87623,41.329323",3703319,"R",9,9,142601,2009
"6054","21 ELLIS ST #4, New Haven, CT, ","Match","Exact","21 Ellis St, NEW HAVEN, CT, 06513","-72.87621,41.32931",3703319,"R",9,9,142601,2009
"6055","23 ELLIS ST #3, New Haven, CT, ","Match","Exact","23 Ellis St, NEW HAVEN, CT, 06513","-72.8762,41.3293",3703319,"R",9,9,142601,2009
"6056","25 ELLIS ST #2, New Haven, CT, ","Match","Exact","25 Ellis St, NEW HAVEN, CT, 06513","-72.876175,41.32929",3703319,"R",9,9,142601,2009
"6057","27 ELLIS ST #1, New Haven, CT, ","Match","Exact","27 Ellis St, NEW HAVEN, CT, 06513","-72.87616,41.329273",3703319,"R",9,9,142601,2009
"6058","60 WEYBOSSET ST, New Haven, CT, ","Tie","","","",NA,"",NA,NA,NA,NA
"6059","457 MIDDLETOWN AV, New Haven, CT, ","Match","Exact","457 Middletown Ave, NEW HAVEN, CT, 06513","-72.87711,41.328903",3703318,"R",9,9,142601,2009
"6060","NA, New Haven, CT, ","No_Match","","","",NA,"",NA,NA,NA,NA
"6061","36 WEYBOSSET ST, New Haven, CT, ","Tie","","","",NA,"",NA,NA,NA,NA
"6062","439 MIDDLETOWN AV, New Haven, CT, ","Match","Exact","439 Middletown Ave, NEW HAVEN, CT, 06513","-72.87754,41.328564",3703318,"R",9,9,142601,2009
"6063","30 WEYBOSSET ST, New Haven, CT, ","Tie","","","",NA,"",NA,NA,NA,NA
"6064","429 MIDDLETOWN AV, New Haven, CT, ","Match","Exact","429 Middletown Ave, NEW HAVEN, CT, 06513","-72.87778,41.328377",3703318,"R",9,9,142601,2009
"6065","22 WEYBOSSET ST, New Haven, CT, ","Tie","","","",NA,"",NA,NA,NA,NA
"6066","423 MIDDLETOWN AV, New Haven, CT, ","Match","Exact","423 Middletown Ave, NEW HAVEN, CT, 06513","-72.877914,41.328262",3703318,"R",9,9,142601,2009
"6067","14 WEYBOSSET ST, New Haven, CT, ","Tie","","","",NA,"",NA,NA,NA,NA
"6068","411 MIDDLETOWN AV, New Haven, CT, ","Match","Exact","411 Middletown Ave, NEW HAVEN, CT, 06513","-72.8782,41.328037",3703318,"R",9,9,142601,2009
"6069","45 WEYBOSSET ST, New Haven, CT, ","Tie","","","",NA,"",NA,NA,NA,NA
"6070","41 WEYBOSSET ST, New Haven, CT, ","Tie","","","",NA,"",NA,NA,NA,NA
"6071","37 WEYBOSSET ST, New Haven, CT, ","Tie","","","",NA,"",NA,NA,NA,NA
"6072","33 WEYBOSSET ST, New Haven, CT, ","Tie","","","",NA,"",NA,NA,NA,NA
"6073","27 WEYBOSSET ST, New Haven, CT, ","Tie","","","",NA,"",NA,NA,NA,NA
"6074","21 WEYBOSSET ST, New Haven, CT, ","Tie","","","",NA,"",NA,NA,NA,NA
"6075","5 WEYBOSSET ST, New Haven, CT, ","Tie","","","",NA,"",NA,NA,NA,NA
"6076","341 SMITH AV, New Haven, CT, ","Match","Exact","341 Smith Ave, NEW HAVEN, CT, 06513","-72.872505,41.33024",3755290,"R",9,9,142601,3000
"6077","25 FLINT ST, New Haven, CT, ","Match","Exact","25 Flint St, NEW HAVEN, CT, 06513","-72.87787,41.327698",3703302,"L",9,9,142601,2009
"6078","53 WEYBOSSET ST #53A, New Haven, CT, ","Tie","","","",NA,"",NA,NA,NA,NA
"6079","53 WEYBOSSET ST #53B, New Haven, CT, ","Tie","","","",NA,"",NA,NA,NA,NA
"6080","53 WEYBOSSET ST #53C, New Haven, CT, ","Tie","","","",NA,"",NA,NA,NA,NA
"6081","53 WEYBOSSET ST #53D, New Haven, CT, ","Tie","","","",NA,"",NA,NA,NA,NA
"6082","55 WEYBOSSET ST #55A, New Haven, CT, ","Tie","","","",NA,"",NA,NA,NA,NA
"6083","55 WEYBOSSET ST #55B, New Haven, CT, ","Tie","","","",NA,"",NA,NA,NA,NA
"6084","55 WEYBOSSET ST #55C, New Haven, CT, ","Tie","","","",NA,"",NA,NA,NA,NA
"6085","55 WEYBOSSET ST #55D, New Haven, CT, ","Tie","","","",NA,"",NA,NA,NA,NA
"6086","61 WEYBOSSET ST #61A, New Haven, CT, ","Tie","","","",NA,"",NA,NA,NA,NA
"6087","61 WEYBOSSET ST #61B, New Haven, CT, ","Tie","","","",NA,"",NA,NA,NA,NA
"6088","63 WEYBOSSET ST #63A, New Haven, CT, ","Tie","","","",NA,"",NA,NA,NA,NA
"6089","63 WEYBOSSET ST #63B, New Haven, CT, ","Tie","","","",NA,"",NA,NA,NA,NA
